m0,count_A,count_B,probability,standard_error
0.920000,100,0,1.000000,0.000000
0.800000,100,0,1.000000,0.000000
0.600000,99,1,0.990000,0.009950
0.200000,95,5,0.950000,0.021794
0.080000,90,10,0.900000,0.030000
-0.080000,79,21,0.790000,0.040731
-0.200000,54,46,0.540000,0.049840
-0.600000,20,80,0.200000,0.040000
-0.800000,11,89,0.110000,0.031289
-0.920000,24,76,0.240000,0.042708
