m0,count_A,count_B,probability,standard_error
0.920000,98.0,2.0,0.980000,0.014000
0.800000,99.0,1.0,0.990000,0.009950
0.600000,99.0,1.0,0.990000,0.009950
0.200000,85.0,15.0,0.850000,0.035707
0.080000,76.0,24.0,0.760000,0.042708
-0.080000,31.0,69.0,0.310000,0.046249
-0.200000,8.0,92.0,0.080000,0.027129
-0.600000,0.0,100.0,0.000000,0.000000
-0.800000,0.0,100.0,0.000000,0.000000
-0.920000,0.0,100.0,0.000000,0.000000
