m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,99.0,1.0,0.990000,0.009950
0.600000,100.0,0.0,1.000000,0.000000
0.200000,97.0,3.0,0.970000,0.017059
0.080000,90.0,10.0,0.900000,0.030000
-0.080000,75.0,25.0,0.750000,0.043301
-0.200000,51.0,49.0,0.510000,0.049990
-0.600000,6.0,94.0,0.060000,0.023749
-0.800000,0.0,100.0,0.000000,0.000000
-0.920000,0.0,100.0,0.000000,0.000000
