m0,count_A,count_B,probability,standard_error
1.000000,93.0,0.0,0.930000,0.025515
0.920000,93.0,1.0,0.930000,0.025515
0.800000,96.0,0.0,0.960000,0.019596
0.600000,95.0,0.0,0.950000,0.021794
0.200000,81.0,9.0,0.810000,0.039230
0.080000,74.0,11.0,0.740000,0.043863
-0.080000,64.0,21.0,0.640000,0.048000
-0.200000,52.0,25.0,0.520000,0.049960
-0.600000,17.0,67.0,0.170000,0.037563
-0.800000,4.0,81.0,0.040000,0.019596
-0.920000,1.0,89.0,0.010000,0.009950
-1.000000,0.0,85.0,0.000000,0.000000
