m0,count_A,count_B,probability,standard_error
1.000000,90.0,0.0,0.900000,0.030000
0.920000,82.0,0.0,0.820000,0.038419
0.800000,86.0,0.0,0.860000,0.034699
0.600000,76.0,1.0,0.760000,0.042708
0.200000,61.0,2.0,0.610000,0.048775
0.080000,51.0,5.0,0.510000,0.049990
-0.080000,43.0,17.0,0.430000,0.049508
-0.200000,32.0,19.0,0.320000,0.046648
-0.600000,15.0,44.0,0.150000,0.035707
-0.800000,10.0,63.0,0.100000,0.030000
-0.920000,1.0,68.0,0.010000,0.009950
-1.000000,0.0,86.0,0.000000,0.000000
