m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,100.0,0.0,1.000000,0.000000
0.600000,100.0,0.0,1.000000,0.000000
0.200000,96.0,4.0,0.960000,0.019596
0.080000,94.0,6.0,0.940000,0.023749
-0.080000,82.0,18.0,0.820000,0.038419
-0.200000,69.0,31.0,0.690000,0.046249
-0.600000,22.0,78.0,0.220000,0.041425
-0.800000,10.0,90.0,0.100000,0.030000
-0.920000,8.0,92.0,0.080000,0.027129
