0.92,94,6,0.94,0.023748684174075843
0.8,91,9,0.91,0.028618176042508364
0.6,94,6,0.94,0.023748684174075843
0.2,78,22,0.78,0.04142463035441595
0.08,64,36,0.64,0.048
-0.08,43,57,0.43,0.04950757517794625
-0.2,27,73,0.27,0.044395945760846225
-0.6,11,89,0.11,0.03128897569432403
-0.8,9,91,0.09,0.02861817604250837
-0.92,11,88,0.11,0.03128897569432403
