0.92,95,5,0.95,0.021794494717703377
0.8,84,16,0.84,0.036660605559646724
0.6,61,39,0.61,0.048774993593028795
0.2,48,52,0.48,0.049959983987187186
0.08,54,46,0.54,0.04983974317750845
-0.08,47,53,0.47,0.04990991885387112
-0.2,48,52,0.48,0.049959983987187186
-0.6,15,85,0.15,0.035707142142714254
-0.8,10,90,0.1,0.030000000000000002
-0.92,1,99,0.01,0.0099498743710662
