m0,count_A,count_B,probability,standard_error
0.920000,37.0,63.0,0.370000,0.048280
0.800000,24.0,76.0,0.240000,0.042708
0.600000,16.0,84.0,0.160000,0.036661
0.200000,0.0,100.0,0.000000,0.000000
0.080000,1.0,99.0,0.010000,0.009950
-0.080000,0.0,100.0,0.000000,0.000000
-0.200000,0.0,100.0,0.000000,0.000000
-0.600000,0.0,100.0,0.000000,0.000000
-0.800000,0.0,100.0,0.000000,0.000000
-0.920000,0.0,100.0,0.000000,0.000000
