m0,count_A,count_B,probability,standard_error
0.920000,91.0,9.0,0.910000,0.028618
0.800000,97.0,3.0,0.970000,0.017059
0.600000,97.0,3.0,0.970000,0.017059
0.200000,78.0,22.0,0.780000,0.041425
0.080000,69.0,31.0,0.690000,0.046249
-0.080000,66.0,34.0,0.660000,0.047371
-0.200000,45.0,55.0,0.450000,0.049749
-0.600000,21.0,79.0,0.210000,0.040731
-0.800000,13.0,87.0,0.130000,0.033630
-0.920000,13.0,87.0,0.130000,0.033630
