m0,count_A,count_B,probability,standard_error
0.900000,90,10,0.900000,0.030000
0.800000,91,9,0.910000,0.028618
0.600000,94,6,0.940000,0.023749
0.200000,99,1,0.990000,0.009950
0.100000,100,0,1.000000,0.000000
-0.100000,100,0,1.000000,0.000000
-0.200000,100,0,1.000000,0.000000
-0.600000,97,3,0.970000,0.017059
-0.800000,88,12,0.880000,0.032496
-0.900000,85,15,0.850000,0.035707
