m0,count_A,count_B,probability,standard_error
0.920000,100.0,0.0,1.000000,0.000000
0.800000,100.0,0.0,1.000000,0.000000
0.600000,100.0,0.0,1.000000,0.000000
0.200000,100.0,0.0,1.000000,0.000000
0.080000,98.0,2.0,0.980000,0.014000
-0.080000,85.0,15.0,0.850000,0.035707
-0.200000,66.0,34.0,0.660000,0.047371
-0.600000,9.0,91.0,0.090000,0.028618
-0.800000,5.0,95.0,0.050000,0.021794
-0.920000,4.0,96.0,0.040000,0.019596
