m0,count_A,count_B,probability,standard_error
0.920000,95.0,5.0,0.950000,0.021794
0.800000,98.0,2.0,0.980000,0.014000
0.600000,94.0,6.0,0.940000,0.023749
0.200000,59.0,41.0,0.590000,0.049183
0.080000,40.0,60.0,0.400000,0.048990
-0.080000,19.0,81.0,0.190000,0.039230
-0.200000,8.0,92.0,0.080000,0.027129
-0.600000,0.0,100.0,0.000000,0.000000
-0.800000,0.0,100.0,0.000000,0.000000
-0.920000,0.0,100.0,0.000000,0.000000
